nombre_empresa,rut,confianza_rut,telefono,email,instagram,facebook,tiktok,otras_redes,rubro,comuna,region,direccion,tiene_sitio_web,confianza_overture,fuente
Bellavista Servicios Gastronómicos,77.509.475-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56934547739,informacionbellavista@gmail.com,,https://www.facebook.com/1391904810855727,,,cafe,Antofagasta,,Calle José Ignacio Zenteno 68,no,0.837,https://explore.overturemaps.org/#90f7868c-43b0-4523-ab17-b6af2e14d836
King Ice Rolls,77.452.272-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56942264576,king.icerolls@gmail.com,,https://www.facebook.com/100493372768478,,,ice cream shop,Antofagasta,,Calle José Ignacio Zenteno 21,no,0.404,https://explore.overturemaps.org/#cd4129fc-4e43-4100-a59e-ea5847d6d9bf
"Centro Psicológico ""Kümelken""",78.104.139-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56944346545,cpsicologicokumelken@gmail.com,,https://www.facebook.com/622353527620545,,,psychology,Antofagasta,,Calle Baquedano 239,no,0.259,https://explore.overturemaps.org/#c5d89dc2-abb0-4b6a-b1eb-b1a566d6e11b
GL salón,77.933.818-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56944919263,gl.salon.antofagasta@gmail.com,,https://www.facebook.com/101442849122749,,,personal or beauty service,Antofagasta,,Avenida Balmaceda 2370,no,0.809,https://explore.overturemaps.org/#371c5fbb-d404-43a8-8ce1-29583a13f3c6
Bythan,77.666.216-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56994369299,genesis.rebolledo.santander@lexart.cl,,https://www.facebook.com/2501444436555277,,,fashion boutique,Antofagasta,,Calle San Martín 2370,no,0.451,https://explore.overturemaps.org/#6b1888e7-9838-48db-8e9b-c61423faa302
Rose gold cosmetics,77.861.885-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56942739699,rosegolddcosmetics@gmail.com,,https://www.facebook.com/107057098817724,,,beauty supply store,Antofagasta,,Calle San Martín 2326,no,0.585,https://explore.overturemaps.org/#729d6b5d-6914-4e8e-906d-15a23bd2cd0b
English Native Tutors,77.771.118-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56923866949,info@englishnativetutors.cl,,https://www.facebook.com/368547503873618,,,language school,Antofagasta,,"Edificio Obelisco, antofagasta, Avenida Manuel Antonio Matta 1839",no,0.281,https://explore.overturemaps.org/#b5f163fe-e980-4c27-b07f-507b880337f8
Kine energy,77.767.989-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56931288339,kineenergysalud@gmail.com,,https://www.facebook.com/102693656184968,,,physical therapy,Antofagasta,,Avenida Manuel Antonio Matta 1945,no,0.656,https://explore.overturemaps.org/#e85dc165-de9a-47ec-900a-26235c1109ee
Apaz Estética Spa,77.586.925-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56971721055,apaztiendaspa@gmail.com,,https://www.facebook.com/100534319480461,,,spa,Antofagasta,,Calle 14 de Febrero 1881,no,0.511,https://explore.overturemaps.org/#a2e7f1d1-5365-4c3a-b13f-5d608b664548
Chic Visage,77.265.681-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56942487189,chic.visage.centro@gmail.com,,https://www.facebook.com/545763725445236,,,barber,Antofagasta,,Calle Avelino Contardo 715,no,0.52,https://explore.overturemaps.org/#b4309982-396b-4800-9c9a-41d948d11a00
Casa Arcemet,78.388.427-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56223239464,secretariaespacioarcemet@gmail.com,,https://www.facebook.com/2007818295895212,,,psychology,Antofagasta,,Calle Matías Rojas 1440,no,0.853,https://explore.overturemaps.org/#4aa7de0c-0f19-4c07-8417-973a9a321bde
Tokyo Dreams,77.861.167-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56977426808,tokyo.dreams01@gmail.com,,https://www.facebook.com/282088114986187,,,bar,Antofagasta,,Calle Galleguillos Lorca 1468,no,0.329,https://explore.overturemaps.org/#7aca6f9e-9e3b-4b4d-94f7-1994223cc3f7
Boutique de Helen,77.577.911-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56965901781,boutiquedehelen@gmail.com,,https://www.facebook.com/104207235657651,,,womens clothing store,Antofagasta,,"Boulevard María Betania, Calle Antonio Poupin 1064",no,0.574,https://explore.overturemaps.org/#0fb3a709-0e66-443a-8e19-10e976237ec2
Óptica Pacífico Visión,77.050.279-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56932334913,opticapacificovision2019@gmail.com,,https://www.facebook.com/103704321093650,,,eyewear store,Antofagasta,,Pasaje Leonora Latorre 2530,no,0.659,https://explore.overturemaps.org/#1bf1ef71-8259-4a85-be21-509b4037ec3c
Raiza Chirinos Estética y Belleza,78.059.763-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56975601576,contactoraizachirinosgomez@gmail.com,,https://www.facebook.com/105313540849623,,,beauty salon,Antofagasta,,Avenida Argentina 1667d,no,0.688,https://explore.overturemaps.org/#48995bcd-d64c-4548-aa2b-c9bb188fec19
Outlet Casa Premium,77.089.783-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56945870447,outletcasapremium@gmail.com,,https://www.facebook.com/110964473709879,,,mattress store,Antofagasta,,Calle Matías Rojas 1637,no,0.558,https://explore.overturemaps.org/#3a7a9738-3fdc-4d45-a1a7-5e18ad282b78
Combi Life,76.970.487-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56957697033,combilifeantof@gmail.com,,https://www.facebook.com/635129936929035,,,fast food restaurant,Antofagasta,,Calle Salvador Reyes 1056,no,0.107,https://explore.overturemaps.org/#34b9c0dd-aee2-455b-b493-382f964a6246
La Oveja Negra,77.434.972-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56964208322,laovejanegraspa@gmail.com,,https://www.facebook.com/964970560042484,,,pub,Antofagasta,,Calle Salvador Reyes 1025,no,0.376,https://explore.overturemaps.org/#f94d37cd-502d-49f1-ba0f-0911c188a34f
Deposito Cafetero,77.083.296-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56963742656,wvalladares@depositocafetero.cl,,https://www.facebook.com/104057354526098,,,coffee shop,Antofagasta,,Aconcagua 1067,no,0.389,https://explore.overturemaps.org/#f5795d00-0c07-4af4-807f-212529c85436
TerapiArte,77.623.613-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56962943628,terapiarte.gloria@gmail.com,,https://www.facebook.com/193637821566595,,,occupational therapy,Antofagasta,,"14 de Febrero 1965, oficina 403",no,0.206,https://explore.overturemaps.org/#5696eff8-f3d6-44c0-897f-86dedd998744
Kinesalud,78.164.527-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56968335059,freddykine@gmail.com,,https://www.facebook.com/110944663793098,,,professional service,Antofagasta,,Calle 14 de Febrero 1985,no,0.835,https://explore.overturemaps.org/#168bc429-d544-44f9-9cd5-1d1e08461a56
Graficentro,78.034.358-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56964496711,graficentroantofagasta@gmail.com,,https://www.facebook.com/762609396945091,,,graphic designer,Antofagasta,,Calle Maipú 857,no,0.603,https://explore.overturemaps.org/#3cb52d6e-2455-420b-9840-564db46e566b
Ponyo Acuarios,77.914.901-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56964634266,ponyoacuarioafta@gmail.com,,https://www.facebook.com/111309964890352,,,aquatic pet store,Antofagasta,,Calle Teniente Manuel Orella 759,no,0.864,https://explore.overturemaps.org/#4ed748d6-4fc2-4fb2-9734-12fafb826e25
Sueños de Fragancias,77.847.596-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56927512851,suenosdefragancias@gmail.com,,https://www.facebook.com/390777370776329,,,beauty supply store,Antofagasta,,Avenida Manuel Antonio Matta 2224,no,0.257,https://explore.overturemaps.org/#0b702d22-2e9f-40e4-8454-c97178f50873
Sabor Zuliano,77.334.914-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56972362607,saborzulianorestaurante@gmail.com,,https://www.facebook.com/104705939110900,,,restaurant,Antofagasta,,Calle Baquedano 1005,no,0.532,https://explore.overturemaps.org/#0767c13e-3050-4e6e-b928-8ff0e3cc22c6
Vektor Salud y Rehabilitación,77.223.914-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56944057009,vektor.antofagasta@gmail.com,,https://www.facebook.com/107723508458672,,,abuse and addiction treatment center,Antofagasta,,Calle Los Inmigrantes 724,no,0.657,https://explore.overturemaps.org/#f8d1bd51-24e2-487f-9881-38bc4aa51f17
Voila Style Club,77.624.809-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56992978519,voilastyleclub@gmail.com,,https://www.facebook.com/109052621923610,,,,Antofagasta,,Pasaje Luis Silva Lezaeta 0192,no,0.658,https://explore.overturemaps.org/#bb55a2a7-16dc-43ec-8380-d6082e9e8cf1
Centro terapéutico Entrete,77.339.819-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56963614606,entretecentro@gmail.com,,https://www.facebook.com/895684860500351,,,psychology,Antofagasta,,Calle Pedro Gamboni 094,no,0.904,https://explore.overturemaps.org/#9033566d-ddbb-45e3-bdb1-d1908dd014d8
Sky Integral,77.464.531-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56930584423,vjaviera06@gmail.com,,https://www.facebook.com/107219305132439,,,historic site,Antofagasta,,Av. Angamos 977,no,0.265,https://explore.overturemaps.org/#a9cd06fa-fc4d-49ee-9e1a-4d07ee4478db
Aqua Moné SpA.,77.274.532-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56999781883,aquamone.ventas@gmail.com,,https://www.facebook.com/119965442913968,,,bottled water company,Antofagasta,,Gandarillas 420,no,0.608,https://explore.overturemaps.org/#7a7835a0-9239-4087-b363-781617b7f862
Ferraut Spa,77.564.222-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56987927760,ventas@ferraut.cl,,https://www.facebook.com/114038341292788,,,professional service,Antofagasta,,Calle 14 de Febrero 2534,no,0.658,https://explore.overturemaps.org/#780c5311-9fdc-4486-bb86-7015d40c0825
Misec Distribuciones Spa,77.059.103-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56963410615,yepacami0218@gmail.com,,https://www.facebook.com/101873114550017,,,convenience store,Antofagasta,,"Av. Rica Aventura 11765, Local #1 Y 2",no,0.574,https://explore.overturemaps.org/#ae408fed-7486-4ccd-8e82-ae056566a241
Carnes Sur,77.667.761-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56961550467,carnessurmejillones@gmail.com,,https://www.facebook.com/1177730092399260,,,fishmonger,Antofagasta,,Huamachuco 9850,no,0.617,https://explore.overturemaps.org/#246dc79b-2b16-490d-a713-600bb9352943
kiltroCletas,77.111.673-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56998815139,kiltrocletas@gmail.com,,https://www.facebook.com/109156980747581,,,bike store,San Pedro de Atacama,,Calle Candelaria 107,no,0.784,https://explore.overturemaps.org/#d2b03819-2bbc-4c28-b4cc-8b376e107879
Hotel Oasis del desierto,77.530.712-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56964895483,hoteloasisdeldesierto@gmail.com,,https://www.facebook.com/101261829288938,,,hotel,María Elena,,,no,0.914,https://explore.overturemaps.org/#1a8c8849-5fe5-4e5b-bde5-4bef3c7a1b93
Jhaku Coya,77.069.639-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56964978916,jhakucoya@gmail.com,,https://www.facebook.com/105000528357495,,,coffee shop,María Elena,,Av. O'Higgins 289,no,0.423,https://explore.overturemaps.org/#fc576040-f275-4d8d-9147-3424a3dc8877
Cerveceria artesanal Maria Elena,77.118.738-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56963085336,warawara.cerveceria.me@gmail.com,,https://www.facebook.com/105103904529916,,,beer bar,María Elena,,"Av. Ohiggins #285, Maria Elena",no,0.847,https://explore.overturemaps.org/#f7fcf391-98fc-4215-be03-9eee5b8cf29b
Pablo's Garage,77.600.745-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56932619781,pablo.paez.m@gmail.com,,https://www.facebook.com/1480662738860641,,,car wash,María Elena,,Av. Latorre,no,0.932,https://explore.overturemaps.org/#b31f39df-c4a3-4765-a425-6deed0a33f5a
La casa del gasfiter,77.610.319-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56982266645,lacasadelgasfitertocopilla@hotmail.com,,https://www.facebook.com/102640656038735,,,hardware store,Tocopilla,,21 de mayo entre san Martín y Serrano,no,0.54,https://explore.overturemaps.org/#b57b8412-7c1b-4d47-b492-869f5c7562da
Alma bella,78.237.616-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56986988615,almabella.anita@gmail.com,,https://www.facebook.com/739685362570444,,,beauty salon,Tocopilla,,Calle 21 de Mayo 1375,no,0.763,https://explore.overturemaps.org/#2ca4680f-780e-43ba-ab71-ce657dc7152d
Vichenzzo,78.116.724-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56950389224,vinchenzzoboutique@gmail.com,,https://www.facebook.com/437043896342995,,,womens clothing store,Tocopilla,,Calle 21 de Mayo 1425,no,0.414,https://explore.overturemaps.org/#c60267bd-06bf-43e2-961e-ee5ab2ec54d4
TDH Mineria,77.245.901-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56998796575,camila.castillo.forman@gmail.com,,https://www.facebook.com/533290793201439,,,industrial equipment manufacturer,Tocopilla,,Pasaje Esmeralda 2027,no,0.292,https://explore.overturemaps.org/#229aa63b-a14b-44ad-a362-70c755ebf883
CSI Ayllu Calama,77.252.195-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56932222694,csiayllucalama.spa@gmail.com,,https://www.facebook.com/111049875092535,,,outpatient care facility,Calama,,Avenida Cobija 2188,no,0.778,https://explore.overturemaps.org/#725bf64e-33cb-4046-8028-7ef5f0979e15
Lavanderia El Cobre,77.157.197-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56233422444,lavanderiaelcobre1251@gmail.com,,https://www.facebook.com/103593984429217,,,laundromat,Calama,,Avenida Balmaceda 1276,no,0.792,https://explore.overturemaps.org/#78260cdb-a0d9-46d7-ac31-c5d13982e535
"servicio técnico automotriz "" DAE.""",77.729.161-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56994786114,serviciotecnicoautomotrizdaesp@gmail.com,,https://www.facebook.com/111155605329372,,,automotive repair,Calama,,Calle Arauco 2342,no,0.461,https://explore.overturemaps.org/#084da89b-f82f-42b5-a7ee-3f3c28cce933
Solmad,77.532.685-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56944875074,solmadcalama@gmail.com,,https://www.facebook.com/1065299913523085,,,,Calama,,Avenida Grecia 1045,no,0.65,https://explore.overturemaps.org/#2e4a2d5a-cf4b-4fd6-807f-c1ffe637075d
Ventas calama,77.239.147-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56976499889,yosetmarbal@gmail.com,,https://www.facebook.com/101294041517788,,,automotive repair,Calama,,pasaje proyecto toki 3712,no,0.567,https://explore.overturemaps.org/#809d2e98-851e-4eff-bad9-195818bfaee8
Troquel,77.811.968-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56994229053,v.osorio@hotmail.com,,https://www.facebook.com/826620490846352,,,restaurant,Calama,,Cobija 3790 Parcela 17,no,0.981,https://explore.overturemaps.org/#e96c0d85-4569-453f-b548-f9c0292fa93a
Fast clean car,77.420.277-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56932543631,fastcleancar22@gmail.com,,https://www.facebook.com/105167888733078,,,car wash,Calama,,Avenida Grecia 1256,no,0.885,https://explore.overturemaps.org/#1aafad86-2249-45a2-9c5f-304ec3e01f99
restaurant Albina,78.407.227-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56988939449,restaurantalbina19@gmail.com,,https://www.facebook.com/1955842087996941,,,restaurant,Calama,,Calle Quetena 2313,no,0.854,https://explore.overturemaps.org/#71c9c773-f9a0-4834-8a59-f9c1aca193f7
Panaderia Libertad Calama,77.179.707-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56932334808,valenciacarmen117@gmail.com,,https://www.facebook.com/101796774885252,,,bakery,Calama,,Calle Quetena 2491,no,0.745,https://explore.overturemaps.org/#9768ba0b-7945-4638-abb6-87c68f3f34a4
Paisajismo y Servicios Oasis Spa,77.043.107-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56998355010,paisajismooasis@hotmail.com,,https://www.facebook.com/422465041465251,,,nursery and gardening store,Calama,,Calle Eleuterio Ramírez 2262,no,0.465,https://explore.overturemaps.org/#20699fb4-0585-45a7-84dd-37a180058f41
Clínica Dental Licancabur,77.707.634-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56997460920,odontologiavenegas@gmail.com,,https://www.facebook.com/361877670871869,,,dental clinic,Calama,,Calle Bartolomé Vivar 1944,no,0.945,https://explore.overturemaps.org/#88285ab3-b4ad-4905-8b92-9319525e370b
Salon de Belleza Nelly,78.349.256-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56979172090,salon.manemaldonado@gmail.com,,https://www.facebook.com/1960875114238067,,,beauty salon,Calama,,Calle Sotomayor 1812a,no,0.878,https://explore.overturemaps.org/#8e6609d9-bc08-44a0-a4f9-da768747da82
La Retouche,76.996.114-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56957598068,tallerlaretouche@gmail.com,,https://www.facebook.com/1690854127898374,,,printing service,Calama,,"El Regalon de El Loa, Calle Antofagasta 1965",no,0.564,https://explore.overturemaps.org/#d76776b2-ea36-4a7a-b387-870e26f6dbb9
